lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L263,Proposal,E263,Demo,2023-01-11 23:00:00,No-show,12,4,22,16,5,Negative,0.11,Email
L264,Qualified,E264,Meeting,2023-01-12 00:00:00,No-show,2,29,17,8,8,Positive,0.22,Call
L265,Qualified,E265,Email,2023-01-12 01:00:00,Opened,0,1,2,18,8,Positive,0.6,Email
L266,Proposal,E266,Email,2023-01-12 02:00:00,Opened,10,107,12,17,8,Positive,0.98,Wait
L267,Proposal,E267,Meeting,2023-01-12 03:00:00,Replied,11,50,11,4,5,Positive,0.45,Call
L268,Qualified,E268,Email,2023-01-12 04:00:00,Opened,11,110,14,5,8,Positive,0.69,Email
L269,New,E269,Demo,2023-01-12 05:00:00,Opened,7,86,17,11,2,Positive,0.54,Call
L270,New,E270,Email,2023-01-12 06:00:00,Opened,6,11,4,10,4,Positive,0.5,Wait
L271,Qualified,E271,Demo,2023-01-12 07:00:00,No-show,12,74,6,15,1,Positive,0.06,Close
L272,New,E272,Call,2023-01-12 08:00:00,Replied,4,59,10,19,7,Neutral,0.14,Wait
L273,Qualified,E273,Call,2023-01-12 09:00:00,Replied,9,62,25,16,3,Neutral,0.88,Close
L274,New,E274,Call,2023-01-12 10:00:00,Replied,6,81,26,19,5,Neutral,0.41,Close
L275,New,E275,Call,2023-01-12 11:00:00,Replied,9,36,10,8,5,Neutral,0.61,Wait
L276,Proposal,E276,Email,2023-01-12 12:00:00,Opened,3,56,26,0,4,Positive,0.53,Email
L277,Proposal,E277,Meeting,2023-01-12 13:00:00,Opened,8,111,14,2,0,Positive,0.38,Call
L278,New,E278,Email,2023-01-12 14:00:00,No-show,10,90,9,8,6,Negative,0.39,Call
L279,New,E279,Demo,2023-01-12 15:00:00,Replied,9,112,14,18,9,Negative,0.56,Call
L280,Proposal,E280,Email,2023-01-12 16:00:00,Opened,13,21,12,12,7,Neutral,0.14,Close
L281,Proposal,E281,Email,2023-01-12 17:00:00,Opened,1,13,13,13,0,Negative,0.39,Close
L282,Proposal,E282,Demo,2023-01-12 18:00:00,No-show,8,9,16,19,9,Neutral,0.45,Wait
L283,Qualified,E283,Call,2023-01-12 19:00:00,No-show,8,11,12,18,6,Positive,0.99,Email
L284,New,E284,Call,2023-01-12 20:00:00,No-show,4,75,9,6,3,Positive,0.35,Wait
L285,Proposal,E285,Call,2023-01-12 21:00:00,Opened,10,70,24,3,5,Negative,0.64,Wait
L286,New,E286,Meeting,2023-01-12 22:00:00,Opened,0,1,0,11,8,Positive,0.14,Email
L287,Qualified,E287,Demo,2023-01-12 23:00:00,No-show,6,118,0,13,4,Positive,0.07,Close
L288,Qualified,E288,Demo,2023-01-13 00:00:00,Replied,9,70,29,1,7,Neutral,0.87,Wait
L289,Proposal,E289,Email,2023-01-13 01:00:00,No-show,9,77,14,0,4,Negative,0.73,Wait
L290,Qualified,E290,Meeting,2023-01-13 02:00:00,No-show,3,86,15,17,1,Positive,0.32,Close
L291,New,E291,Call,2023-01-13 03:00:00,No-show,8,56,11,19,3,Negative,0.5,Call
L292,Proposal,E292,Meeting,2023-01-13 04:00:00,No-show,5,31,25,7,1,Positive,0.14,Email
L293,New,E293,Demo,2023-01-13 05:00:00,Opened,12,86,23,2,6,Neutral,0.71,Email
L294,New,E294,Demo,2023-01-13 06:00:00,Replied,2,37,5,5,6,Positive,0.07,Call
L295,Qualified,E295,Email,2023-01-13 07:00:00,No-show,5,47,5,12,2,Negative,0.76,Email
L296,Qualified,E296,Email,2023-01-13 08:00:00,Replied,12,91,11,8,6,Negative,0.55,Call
L297,Qualified,E297,Demo,2023-01-13 09:00:00,Replied,9,114,24,8,0,Neutral,0.28,Wait
L298,Qualified,E298,Call,2023-01-13 10:00:00,Replied,5,116,14,19,0,Positive,0.86,Email
L299,Qualified,E299,Call,2023-01-13 11:00:00,No-show,4,78,3,8,8,Neutral,0.99,Email
L300,Proposal,E300,Meeting,2023-01-13 12:00:00,Opened,1,47,23,14,5,Negative,0.25,Wait
L301,New,E301,Demo,2023-01-13 13:00:00,No-show,9,69,3,12,4,Neutral,0.81,Close
L302,New,E302,Demo,2023-01-13 14:00:00,Replied,9,58,29,15,5,Positive,0.75,Close
L303,New,E303,Call,2023-01-13 15:00:00,Replied,1,36,1,1,5,Positive,0.75,Wait
L304,New,E304,Call,2023-01-13 16:00:00,Opened,6,32,26,13,0,Neutral,0.96,Email
L305,Qualified,E305,Demo,2023-01-13 17:00:00,No-show,1,98,23,5,4,Negative,0.49,Email
L306,New,E306,Email,2023-01-13 18:00:00,Replied,11,64,11,1,8,Negative,0.67,Email
L307,Proposal,E307,Demo,2023-01-13 19:00:00,Opened,5,71,6,7,3,Neutral,0.82,Call
L308,Proposal,E308,Demo,2023-01-13 20:00:00,Replied,4,42,19,3,2,Positive,0.48,Close
L309,New,E309,Call,2023-01-13 21:00:00,Opened,3,48,8,13,0,Positive,0.48,Email
L310,New,E310,Call,2023-01-13 22:00:00,Opened,6,74,8,10,1,Positive,0.32,Close
L311,Proposal,E311,Email,2023-01-13 23:00:00,No-show,7,114,7,13,2,Positive,0.78,Close
L312,Proposal,E312,Email,2023-01-14 00:00:00,Replied,3,81,13,11,3,Negative,0.69,Email
L313,Qualified,E313,Meeting,2023-01-14 01:00:00,No-show,0,30,0,15,6,Positive,0.45,Wait
L314,Proposal,E314,Demo,2023-01-14 02:00:00,Replied,0,21,22,5,5,Neutral,0.42,Wait
L315,Qualified,E315,Call,2023-01-14 03:00:00,No-show,0,60,20,19,7,Neutral,0.07,Close
L316,Qualified,E316,Email,2023-01-14 04:00:00,Replied,10,13,22,0,8,Neutral,0.01,Call
L317,Qualified,E317,Meeting,2023-01-14 05:00:00,No-show,0,1,11,11,5,Neutral,0.53,Close
L318,Qualified,E318,Meeting,2023-01-14 06:00:00,Opened,4,65,24,6,6,Positive,0.42,Close
L319,Qualified,E319,Call,2023-01-14 07:00:00,Replied,3,111,1,7,3,Negative,0.8,Wait
L320,New,E320,Call,2023-01-14 08:00:00,Replied,12,33,12,8,1,Positive,0.54,Email
L321,Proposal,E321,Meeting,2023-01-14 09:00:00,Opened,13,38,29,1,8,Negative,0.94,Email
L322,Qualified,E322,Email,2023-01-14 10:00:00,No-show,8,25,26,16,8,Positive,0.2,Call
L323,Proposal,E323,Meeting,2023-01-14 11:00:00,Replied,14,26,3,19,3,Negative,0.99,Wait
L324,Proposal,E324,Demo,2023-01-14 12:00:00,Replied,2,77,19,12,2,Neutral,0.3,Wait
L325,Qualified,E325,Demo,2023-01-14 13:00:00,No-show,13,59,17,4,9,Neutral,0.64,Close
L326,New,E326,Call,2023-01-14 14:00:00,Opened,6,92,18,9,5,Negative,0.5,Wait
L327,Qualified,E327,Email,2023-01-14 15:00:00,No-show,10,33,15,11,2,Negative,0.36,Close
L328,New,E328,Email,2023-01-14 16:00:00,No-show,7,101,26,16,0,Negative,0.14,Call
L329,Proposal,E329,Demo,2023-01-14 17:00:00,No-show,5,41,13,5,3,Neutral,0.13,Wait
L330,New,E330,Meeting,2023-01-14 18:00:00,Replied,11,30,29,2,0,Neutral,0.71,Wait
L331,New,E331,Call,2023-01-14 19:00:00,Opened,12,57,28,14,1,Positive,0.38,Close
L332,New,E332,Meeting,2023-01-14 20:00:00,Opened,9,49,7,6,2,Negative,0.96,Wait
L333,Proposal,E333,Meeting,2023-01-14 21:00:00,No-show,12,48,11,5,7,Negative,0.33,Email
L334,Proposal,E334,Meeting,2023-01-14 22:00:00,Replied,0,72,8,3,9,Negative,0.98,Call
L335,New,E335,Email,2023-01-14 23:00:00,No-show,7,49,5,18,3,Neutral,0.21,Email
L336,New,E336,Demo,2023-01-15 00:00:00,Replied,14,47,25,4,3,Negative,0.1,Close
L337,Qualified,E337,Email,2023-01-15 01:00:00,Replied,9,56,17,2,9,Negative,0.31,Close
L338,New,E338,Demo,2023-01-15 02:00:00,Replied,2,65,1,8,8,Neutral,0.89,Close
L339,Qualified,E339,Call,2023-01-15 03:00:00,Replied,7,12,22,5,6,Negative,0.52,Call
L340,New,E340,Call,2023-01-15 04:00:00,Opened,11,69,7,12,1,Positive,0.14,Wait
L341,Qualified,E341,Meeting,2023-01-15 05:00:00,Replied,3,88,23,19,2,Neutral,0.2,Email
L342,Proposal,E342,Demo,2023-01-15 06:00:00,Replied,7,6,13,3,3,Neutral,0.31,Wait
L343,New,E343,Demo,2023-01-15 07:00:00,No-show,10,89,5,1,3,Neutral,0.59,Close
L344,New,E344,Demo,2023-01-15 08:00:00,No-show,0,65,9,3,9,Positive,0.33,Wait
L345,New,E345,Meeting,2023-01-15 09:00:00,Opened,2,25,7,7,7,Neutral,0.75,Call
L346,New,E346,Meeting,2023-01-15 10:00:00,No-show,5,1,29,12,9,Neutral,0.62,Close
L347,Qualified,E347,Call,2023-01-15 11:00:00,Replied,14,32,16,9,9,Neutral,0.87,Wait
L348,New,E348,Email,2023-01-15 12:00:00,No-show,14,106,24,17,5,Neutral,0.5,Email
L349,Proposal,E349,Demo,2023-01-15 13:00:00,Opened,8,106,28,8,2,Positive,0.33,Close
L350,Proposal,E350,Demo,2023-01-15 14:00:00,No-show,1,3,11,0,8,Negative,1.0,Close
L351,New,E351,Email,2023-01-15 15:00:00,No-show,10,49,16,12,9,Negative,0.36,Call
L352,Proposal,E352,Demo,2023-01-15 16:00:00,Opened,0,19,12,17,7,Neutral,0.43,Call
L353,New,E353,Meeting,2023-01-15 17:00:00,Opened,14,60,18,14,8,Positive,0.81,Email
L354,New,E354,Meeting,2023-01-15 18:00:00,Replied,9,107,11,1,4,Neutral,0.09,Wait
L355,Proposal,E355,Demo,2023-01-15 19:00:00,No-show,2,29,15,10,2,Negative,0.39,Wait
L356,New,E356,Meeting,2023-01-15 20:00:00,Replied,3,50,24,13,3,Negative,0.09,Close
L357,Proposal,E357,Meeting,2023-01-15 21:00:00,No-show,10,2,26,14,4,Positive,0.14,Close
L358,Qualified,E358,Demo,2023-01-15 22:00:00,No-show,4,73,4,13,8,Negative,0.0,Wait
L359,New,E359,Call,2023-01-15 23:00:00,Replied,2,56,24,15,8,Neutral,0.01,Wait
L360,Qualified,E360,Email,2023-01-16 00:00:00,No-show,12,17,15,14,2,Positive,0.38,Wait
L361,Proposal,E361,Meeting,2023-01-16 01:00:00,No-show,9,60,24,18,6,Negative,0.81,Close
L362,Qualified,E362,Call,2023-01-16 02:00:00,No-show,10,110,5,8,5,Neutral,0.59,Call
L363,Qualified,E363,Meeting,2023-01-16 03:00:00,Opened,1,36,10,4,3,Positive,0.63,Call
L364,Proposal,E364,Meeting,2023-01-16 04:00:00,Replied,1,61,16,4,4,Neutral,0.52,Email
L365,Qualified,E365,Email,2023-01-16 05:00:00,Opened,6,17,25,10,9,Negative,0.82,Wait
L366,Qualified,E366,Meeting,2023-01-16 06:00:00,Replied,8,49,22,19,1,Neutral,0.88,Wait
L367,Proposal,E367,Email,2023-01-16 07:00:00,Replied,9,76,13,3,6,Positive,0.85,Wait
L368,Qualified,E368,Email,2023-01-16 08:00:00,No-show,1,60,5,19,3,Neutral,0.81,Email
L369,Proposal,E369,Email,2023-01-16 09:00:00,Replied,6,20,24,17,1,Negative,0.18,Wait
L370,Qualified,E370,Call,2023-01-16 10:00:00,Opened,6,50,22,2,5,Positive,0.59,Call
L371,Proposal,E371,Demo,2023-01-16 11:00:00,Opened,10,3,29,3,1,Positive,0.58,Wait
L372,Proposal,E372,Call,2023-01-16 12:00:00,Opened,6,43,27,13,9,Negative,0.53,Email
L373,Qualified,E373,Demo,2023-01-16 13:00:00,Replied,2,57,10,6,1,Neutral,0.48,Close
L374,Qualified,E374,Demo,2023-01-16 14:00:00,Opened,11,50,11,7,6,Neutral,0.09,Close
L375,Qualified,E375,Email,2023-01-16 15:00:00,Replied,6,68,12,15,0,Negative,0.1,Call
L376,New,E376,Meeting,2023-01-16 16:00:00,Opened,0,81,3,19,6,Positive,0.9,Call
L377,New,E377,Email,2023-01-16 17:00:00,Opened,9,50,6,14,9,Negative,0.63,Call
L378,New,E378,Meeting,2023-01-16 18:00:00,Replied,0,37,1,6,4,Positive,0.26,Close
L379,Proposal,E379,Demo,2023-01-16 19:00:00,Opened,4,46,5,16,0,Positive,0.28,Wait
L380,Qualified,E380,Email,2023-01-16 20:00:00,No-show,14,42,5,11,5,Neutral,0.61,Email
L381,Proposal,E381,Meeting,2023-01-16 21:00:00,Replied,1,15,17,17,6,Negative,0.41,Email
L382,New,E382,Call,2023-01-16 22:00:00,Replied,8,33,29,13,0,Positive,0.44,Wait
L383,Qualified,E383,Meeting,2023-01-16 23:00:00,Replied,14,80,19,14,8,Neutral,0.06,Close
L384,Proposal,E384,Email,2023-01-17 00:00:00,No-show,6,11,7,14,6,Negative,0.14,Close
L385,Qualified,E385,Call,2023-01-17 01:00:00,Replied,3,119,7,4,0,Negative,0.39,Email
L386,Proposal,E386,Meeting,2023-01-17 02:00:00,Opened,3,20,28,15,2,Positive,0.7,Call
L387,Qualified,E387,Meeting,2023-01-17 03:00:00,Opened,1,102,7,4,4,Positive,0.05,Call
L388,New,E388,Meeting,2023-01-17 04:00:00,Opened,4,24,7,1,3,Positive,0.33,Email
L389,New,E389,Meeting,2023-01-17 05:00:00,Replied,3,64,0,19,1,Negative,0.7,Email
L390,Qualified,E390,Meeting,2023-01-17 06:00:00,Opened,11,118,1,8,0,Positive,0.79,Wait
L391,Proposal,E391,Call,2023-01-17 07:00:00,Replied,12,80,11,8,3,Negative,0.19,Wait
L392,New,E392,Demo,2023-01-17 08:00:00,Opened,0,94,14,3,6,Neutral,0.73,Wait
L393,New,E393,Call,2023-01-17 09:00:00,No-show,11,98,3,14,3,Negative,0.96,Wait
L394,New,E394,Call,2023-01-17 10:00:00,No-show,7,65,27,10,8,Positive,0.91,Wait
L395,Qualified,E395,Call,2023-01-17 11:00:00,No-show,2,88,24,0,7,Negative,0.79,Wait
L396,Qualified,E396,Demo,2023-01-17 12:00:00,No-show,13,88,2,17,7,Positive,0.71,Call
L397,Proposal,E397,Email,2023-01-17 13:00:00,Replied,5,73,13,0,4,Neutral,0.24,Email
L398,Proposal,E398,Demo,2023-01-17 14:00:00,Opened,3,86,21,7,0,Positive,0.63,Close
L399,Proposal,E399,Call,2023-01-17 15:00:00,No-show,8,76,22,15,8,Positive,0.64,Wait
L400,Qualified,E400,Meeting,2023-01-17 16:00:00,Replied,6,17,7,17,1,Positive,0.41,Call
L401,Qualified,E401,Meeting,2023-01-17 17:00:00,No-show,8,89,12,8,5,Positive,0.49,Email
L402,Proposal,E402,Call,2023-01-17 18:00:00,No-show,9,92,22,11,9,Positive,0.69,Email
L403,Proposal,E403,Meeting,2023-01-17 19:00:00,Replied,2,61,18,18,4,Positive,0.95,Email
L404,Qualified,E404,Call,2023-01-17 20:00:00,Replied,0,15,21,17,9,Neutral,0.3,Wait
L405,Proposal,E405,Meeting,2023-01-17 21:00:00,Opened,4,94,4,4,7,Neutral,0.25,Wait
L406,New,E406,Demo,2023-01-17 22:00:00,Opened,2,51,12,1,2,Negative,0.6,Close
L407,Qualified,E407,Email,2023-01-17 23:00:00,No-show,5,27,27,6,5,Positive,0.13,Wait
L408,Proposal,E408,Email,2023-01-18 00:00:00,No-show,7,86,25,9,5,Negative,0.58,Email
L409,Qualified,E409,Demo,2023-01-18 01:00:00,Opened,10,74,19,14,9,Neutral,0.09,Email
L410,New,E410,Demo,2023-01-18 02:00:00,Opened,12,61,0,6,2,Neutral,0.49,Call
L411,Qualified,E411,Call,2023-01-18 03:00:00,Replied,3,58,15,4,6,Positive,0.62,Call
L412,Qualified,E412,Call,2023-01-18 04:00:00,Opened,4,31,29,14,3,Positive,0.07,Close
L413,Qualified,E413,Call,2023-01-18 05:00:00,Opened,4,91,28,19,4,Negative,0.21,Call
L414,Qualified,E414,Meeting,2023-01-18 06:00:00,No-show,3,12,22,19,8,Neutral,0.34,Close
L415,New,E415,Call,2023-01-18 07:00:00,Opened,3,46,23,14,5,Negative,0.37,Call
L416,Qualified,E416,Demo,2023-01-18 08:00:00,No-show,3,31,1,9,9,Negative,0.68,Email
L417,Qualified,E417,Email,2023-01-18 09:00:00,Opened,3,32,6,13,3,Negative,0.53,Wait
L418,Proposal,E418,Meeting,2023-01-18 10:00:00,Replied,3,32,5,9,7,Positive,0.38,Wait
L419,Qualified,E419,Call,2023-01-18 11:00:00,Opened,4,105,4,16,8,Neutral,0.45,Close
L420,Proposal,E420,Meeting,2023-01-18 12:00:00,Opened,1,109,28,13,9,Negative,0.01,Wait
L421,New,E421,Meeting,2023-01-18 13:00:00,Opened,1,99,3,1,4,Neutral,0.77,Wait
L422,New,E422,Call,2023-01-18 14:00:00,No-show,8,53,1,15,1,Neutral,0.04,Call
L423,New,E423,Meeting,2023-01-18 15:00:00,Replied,1,61,9,12,5,Negative,0.83,Email
L424,New,E424,Email,2023-01-18 16:00:00,Opened,5,46,21,8,7,Negative,0.54,Wait
L425,Proposal,E425,Demo,2023-01-18 17:00:00,No-show,1,85,4,6,4,Positive,0.53,Email
L426,Qualified,E426,Demo,2023-01-18 18:00:00,Replied,4,74,17,15,0,Neutral,0.7,Call
L427,New,E427,Email,2023-01-18 19:00:00,No-show,3,80,9,9,7,Negative,0.86,Call
L428,Qualified,E428,Meeting,2023-01-18 20:00:00,No-show,11,7,22,8,8,Negative,0.94,Wait
L429,Proposal,E429,Call,2023-01-18 21:00:00,Replied,6,4,21,6,0,Neutral,0.54,Wait
L430,Proposal,E430,Meeting,2023-01-18 22:00:00,Opened,14,91,27,15,7,Negative,0.15,Call
L431,Proposal,E431,Email,2023-01-18 23:00:00,No-show,6,52,14,8,9,Neutral,0.88,Call
L432,New,E432,Meeting,2023-01-19 00:00:00,No-show,12,119,26,16,1,Negative,0.04,Close
L433,Qualified,E433,Demo,2023-01-19 01:00:00,Opened,5,89,8,19,3,Neutral,0.81,Close
L434,Qualified,E434,Meeting,2023-01-19 02:00:00,Opened,9,31,10,6,1,Negative,0.68,Email
L435,Qualified,E435,Email,2023-01-19 03:00:00,Replied,4,75,25,10,1,Negative,0.9,Call
L436,Proposal,E436,Demo,2023-01-19 04:00:00,Replied,0,112,20,7,9,Positive,0.9,Email
L437,New,E437,Meeting,2023-01-19 05:00:00,Replied,11,84,24,6,2,Neutral,0.05,Call
L438,Proposal,E438,Meeting,2023-01-19 06:00:00,Opened,14,36,24,18,7,Positive,0.61,Email
L439,Proposal,E439,Demo,2023-01-19 07:00:00,No-show,2,54,28,19,3,Negative,0.12,Close
L440,Qualified,E440,Call,2023-01-19 08:00:00,No-show,8,54,16,11,6,Neutral,0.08,Call
L441,Proposal,E441,Demo,2023-01-19 09:00:00,Replied,14,119,20,6,9,Neutral,0.45,Call
L442,Qualified,E442,Call,2023-01-19 10:00:00,Opened,13,17,8,7,2,Negative,0.1,Email
L443,New,E443,Email,2023-01-19 11:00:00,No-show,0,109,22,6,9,Negative,0.73,Email
L444,Qualified,E444,Email,2023-01-19 12:00:00,Replied,4,75,15,5,2,Negative,0.97,Wait
L445,New,E445,Demo,2023-01-19 13:00:00,No-show,1,30,5,8,1,Negative,0.57,Wait
L446,Qualified,E446,Demo,2023-01-19 14:00:00,No-show,3,99,21,12,5,Neutral,0.24,Close
L447,Proposal,E447,Email,2023-01-19 15:00:00,Opened,13,105,10,6,5,Positive,0.84,Call
L448,Proposal,E448,Call,2023-01-19 16:00:00,Opened,13,102,22,7,0,Neutral,0.85,Call
L449,New,E449,Email,2023-01-19 17:00:00,No-show,10,22,16,16,6,Neutral,0.73,Email
L450,New,E450,Demo,2023-01-19 18:00:00,Replied,0,117,3,16,3,Neutral,0.62,Close
L451,New,E451,Email,2023-01-19 19:00:00,Opened,2,43,28,15,2,Neutral,0.87,Call
L452,Qualified,E452,Demo,2023-01-19 20:00:00,No-show,9,112,14,1,7,Negative,0.16,Close
L453,Qualified,E453,Demo,2023-01-19 21:00:00,Opened,6,115,0,7,1,Positive,0.93,Wait
L454,New,E454,Email,2023-01-19 22:00:00,Opened,9,27,21,16,8,Neutral,0.95,Email
L455,Proposal,E455,Call,2023-01-19 23:00:00,Opened,14,37,29,12,7,Neutral,0.87,Call
L456,Qualified,E456,Meeting,2023-01-20 00:00:00,No-show,2,46,28,17,7,Positive,0.25,Email
L457,Qualified,E457,Email,2023-01-20 01:00:00,Replied,3,113,19,9,2,Negative,0.86,Wait
L458,Qualified,E458,Meeting,2023-01-20 02:00:00,Replied,1,35,0,1,3,Neutral,0.5,Close
L459,New,E459,Email,2023-01-20 03:00:00,Replied,2,4,8,1,1,Negative,0.59,Close
L460,New,E460,Meeting,2023-01-20 04:00:00,Opened,8,80,11,13,1,Neutral,0.84,Wait
L461,New,E461,Call,2023-01-20 05:00:00,No-show,2,80,3,15,3,Neutral,0.03,Wait
L462,New,E462,Call,2023-01-20 06:00:00,Opened,10,85,27,6,5,Positive,0.36,Call
L463,New,E463,Email,2023-01-20 07:00:00,Replied,4,26,21,11,4,Positive,0.82,Call
L464,Proposal,E464,Demo,2023-01-20 08:00:00,Replied,1,100,12,13,0,Negative,0.81,Call
L465,Proposal,E465,Meeting,2023-01-20 09:00:00,No-show,3,19,6,3,9,Neutral,0.85,Call
L466,New,E466,Demo,2023-01-20 10:00:00,Opened,11,81,7,3,0,Negative,0.17,Call
L467,Qualified,E467,Demo,2023-01-20 11:00:00,Replied,12,45,27,17,5,Positive,0.71,Close
L468,New,E468,Demo,2023-01-20 12:00:00,No-show,6,26,12,2,2,Positive,0.15,Call
L469,Proposal,E469,Call,2023-01-20 13:00:00,Opened,13,22,10,0,2,Positive,0.79,Wait
L470,Proposal,E470,Email,2023-01-20 14:00:00,Opened,6,119,8,16,6,Positive,0.25,Wait
L471,Qualified,E471,Email,2023-01-20 15:00:00,Replied,11,58,24,6,0,Positive,0.74,Call
L472,Proposal,E472,Call,2023-01-20 16:00:00,Replied,2,63,23,15,0,Negative,0.46,Wait
L473,New,E473,Call,2023-01-20 17:00:00,Opened,4,28,15,4,9,Negative,0.99,Email
L474,Qualified,E474,Email,2023-01-20 18:00:00,Opened,0,65,9,18,2,Positive,0.58,Close
L475,New,E475,Demo,2023-01-20 19:00:00,Replied,9,44,10,6,7,Neutral,0.63,Close
L476,New,E476,Meeting,2023-01-20 20:00:00,Opened,9,100,11,13,0,Neutral,0.37,Call
L477,Qualified,E477,Meeting,2023-01-20 21:00:00,Replied,9,43,27,1,9,Neutral,0.73,Email
L478,New,E478,Meeting,2023-01-20 22:00:00,Opened,10,37,13,2,3,Neutral,0.49,Call
L479,Proposal,E479,Demo,2023-01-20 23:00:00,Replied,0,66,18,16,8,Neutral,0.02,Call
L480,New,E480,Email,2023-01-21 00:00:00,No-show,4,17,11,15,3,Positive,0.61,Wait
L481,Qualified,E481,Call,2023-01-21 01:00:00,Replied,12,40,17,7,9,Negative,0.83,Close
L482,Qualified,E482,Email,2023-01-21 02:00:00,Replied,9,38,20,17,7,Positive,0.24,Email
L483,Qualified,E483,Demo,2023-01-21 03:00:00,No-show,8,85,16,14,6,Neutral,0.22,Wait
L484,New,E484,Call,2023-01-21 04:00:00,Opened,0,61,2,6,2,Neutral,0.61,Close
L485,Qualified,E485,Demo,2023-01-21 05:00:00,No-show,0,9,0,8,6,Negative,0.82,Close
L486,Qualified,E486,Meeting,2023-01-21 06:00:00,Replied,3,77,28,5,6,Positive,0.25,Call
L487,New,E487,Meeting,2023-01-21 07:00:00,Opened,3,75,18,17,9,Negative,0.93,Email
L488,Proposal,E488,Demo,2023-01-21 08:00:00,No-show,1,61,28,17,2,Neutral,0.93,Call
L489,New,E489,Call,2023-01-21 09:00:00,Opened,8,80,3,13,1,Neutral,0.2,Wait
L490,Qualified,E490,Call,2023-01-21 10:00:00,Opened,13,16,22,13,8,Negative,0.26,Call
L491,Qualified,E491,Email,2023-01-21 11:00:00,No-show,8,2,27,13,0,Neutral,0.7,Call
L492,New,E492,Meeting,2023-01-21 12:00:00,Opened,12,106,15,3,6,Positive,0.95,Close
L493,Proposal,E493,Email,2023-01-21 13:00:00,No-show,12,108,11,3,3,Neutral,0.71,Close
L494,Qualified,E494,Email,2023-01-21 14:00:00,Replied,1,72,20,14,1,Neutral,0.44,Wait
L495,Qualified,E495,Demo,2023-01-21 15:00:00,Opened,13,43,20,14,1,Positive,0.17,Close
L496,Qualified,E496,Demo,2023-01-21 16:00:00,Replied,8,42,12,17,7,Neutral,0.46,Close
L497,New,E497,Email,2023-01-21 17:00:00,Replied,14,77,16,13,6,Negative,0.61,Close
L498,Qualified,E498,Meeting,2023-01-21 18:00:00,Opened,5,57,7,0,6,Negative,0.33,Call
L499,Proposal,E499,Demo,2023-01-21 19:00:00,No-show,7,81,12,9,4,Neutral,0.51,Email
L500,Qualified,E500,Email,2023-01-21 20:00:00,Opened,9,103,19,19,9,Positive,0.13,Wait
L501,Qualified,E501,Email,2023-01-21 21:00:00,Replied,12,88,25,9,7,Positive,0.45,Call
L502,Proposal,E502,Email,2023-01-21 22:00:00,Replied,14,67,4,9,1,Negative,0.09,Wait
L503,Qualified,E503,Email,2023-01-21 23:00:00,No-show,12,30,17,1,1,Neutral,0.05,Call
L504,New,E504,Email,2023-01-22 00:00:00,Opened,3,116,14,7,4,Positive,0.86,Wait
L505,New,E505,Email,2023-01-22 01:00:00,Replied,1,13,11,0,0,Positive,0.21,Close
L506,New,E506,Demo,2023-01-22 02:00:00,Replied,1,19,28,0,5,Negative,0.58,Wait
L507,Proposal,E507,Meeting,2023-01-22 03:00:00,Replied,8,7,16,3,3,Negative,0.15,Email
L508,Qualified,E508,Email,2023-01-22 04:00:00,No-show,0,9,24,6,5,Positive,0.26,Wait
L509,New,E509,Call,2023-01-22 05:00:00,Replied,11,83,14,8,6,Negative,0.36,Email
L510,Proposal,E510,Demo,2023-01-22 06:00:00,Replied,6,109,1,15,2,Positive,0.14,Wait
L511,Qualified,E511,Demo,2023-01-22 07:00:00,Opened,10,54,5,4,7,Neutral,0.05,Close
L512,Proposal,E512,Email,2023-01-22 08:00:00,Opened,13,104,16,1,6,Negative,0.88,Wait
L513,New,E513,Demo,2023-01-22 09:00:00,Replied,2,86,15,10,0,Negative,0.01,Call
L514,New,E514,Email,2023-01-22 10:00:00,Replied,2,82,16,17,5,Neutral,0.06,Close
L515,New,E515,Meeting,2023-01-22 11:00:00,Opened,1,61,24,18,6,Positive,0.81,Close
L516,Proposal,E516,Meeting,2023-01-22 12:00:00,No-show,13,87,19,12,3,Positive,0.28,Call
L517,Proposal,E517,Demo,2023-01-22 13:00:00,No-show,9,2,8,10,1,Negative,0.72,Close
L518,New,E518,Demo,2023-01-22 14:00:00,No-show,5,50,26,19,9,Positive,0.15,Close
L519,Proposal,E519,Call,2023-01-22 15:00:00,No-show,12,114,4,18,8,Positive,0.24,Call
L520,New,E520,Demo,2023-01-22 16:00:00,No-show,9,75,22,16,6,Neutral,0.57,Close
L521,New,E521,Call,2023-01-22 17:00:00,No-show,1,31,0,4,0,Neutral,0.99,Close
L522,Qualified,E522,Meeting,2023-01-22 18:00:00,No-show,9,33,5,12,7,Neutral,0.07,Close
L523,Proposal,E523,Meeting,2023-01-22 19:00:00,No-show,14,78,23,19,2,Negative,0.4,Close
L524,New,E524,Email,2023-01-22 20:00:00,Opened,3,80,13,0,3,Neutral,0.04,Wait
L525,New,E525,Meeting,2023-01-22 21:00:00,No-show,9,11,16,9,4,Neutral,0.2,Close
L526,Proposal,E526,Call,2023-01-22 22:00:00,No-show,8,33,24,7,0,Positive,0.91,Close
L527,Qualified,E527,Demo,2023-01-22 23:00:00,No-show,8,7,18,7,5,Neutral,0.1,Close
